id,search_section_id,concert_id,section_title,concert_title,sorted_index,created_at,updated_at
34,1,12,9월의 인기 콘서트,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],4,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
4,1,12,9월의 인기 콘서트,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],4,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
24,1,12,9월의 인기 콘서트,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],4,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
14,1,12,9월의 인기 콘서트,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],4,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
44,1,12,9월의 인기 콘서트,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],4,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
35,1,22,9월의 인기 콘서트,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,5,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
5,1,22,9월의 인기 콘서트,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,5,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
45,1,22,9월의 인기 콘서트,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,5,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
15,1,22,9월의 인기 콘서트,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,5,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
25,1,22,9월의 인기 콘서트,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,5,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
36,2,40,9월의 최신 콘서트,트래비스 스캇 첫 단독 내한공연 [고양],1,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
46,2,40,9월의 최신 콘서트,트래비스 스캇 첫 단독 내한공연 [고양],1,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
26,2,40,9월의 최신 콘서트,트래비스 스캇 첫 단독 내한공연 [고양],1,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
6,2,40,9월의 최신 콘서트,트래비스 스캇 첫 단독 내한공연 [고양],1,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
16,2,40,9월의 최신 콘서트,트래비스 스캇 첫 단독 내한공연 [고양],1,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
47,2,37,9월의 최신 콘서트,오아시스 내한공연 [고양],2,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
27,2,37,9월의 최신 콘서트,오아시스 내한공연 [고양],2,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
7,2,37,9월의 최신 콘서트,오아시스 내한공연 [고양],2,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
17,2,37,9월의 최신 콘서트,오아시스 내한공연 [고양],2,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
37,2,37,9월의 최신 콘서트,오아시스 내한공연 [고양],2,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
38,2,32,9월의 최신 콘서트,녹황색사회 아시아 투어,3,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
8,2,32,9월의 최신 콘서트,녹황색사회 아시아 투어,3,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
48,2,32,9월의 최신 콘서트,녹황색사회 아시아 투어,3,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
18,2,32,9월의 최신 콘서트,녹황색사회 아시아 투어,3,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
28,2,32,9월의 최신 콘서트,녹황색사회 아시아 투어,3,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
39,2,33,9월의 최신 콘서트,Novelbright LIVE TOUR [서울],4,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
29,2,33,9월의 최신 콘서트,Novelbright LIVE TOUR [서울],4,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
9,2,33,9월의 최신 콘서트,Novelbright LIVE TOUR [서울],4,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
19,2,33,9월의 최신 콘서트,Novelbright LIVE TOUR [서울],4,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
49,2,33,9월의 최신 콘서트,Novelbright LIVE TOUR [서울],4,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
40,2,34,9월의 최신 콘서트,yama Asia Tour: 호시탐탐 [서울],5,2025-09-09 03:03:13.732,2025-09-09 03:03:13.732
50,2,34,9월의 최신 콘서트,yama Asia Tour: 호시탐탐 [서울],5,2025-09-09 03:04:34.612,2025-09-09 03:04:34.612
10,2,34,9월의 최신 콘서트,yama Asia Tour: 호시탐탐 [서울],5,2025-09-08 14:00:21.534,2025-09-08 14:00:21.534
20,2,34,9월의 최신 콘서트,yama Asia Tour: 호시탐탐 [서울],5,2025-09-09 01:40:47.151,2025-09-09 01:40:47.151
30,2,34,9월의 최신 콘서트,yama Asia Tour: 호시탐탐 [서울],5,2025-09-09 02:58:32.786,2025-09-09 02:58:32.786
