id,concert_id,setlist_id,type,status,created_at,updated_at,concert_title,setlist_title
97,11,202,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,MADKID LIVE TOUR: MAZE MUSEUM [서울 (앵콜) ],MADKID LIVE TOUR: MAZE MUSEUM [서울 (앵콜) ] 예상 셋리스트
128,11,235,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,MADKID LIVE TOUR: MAZE MUSEUM [서울 (앵콜) ],MADKID LIVE TOUR: MAZE MUSEUM [서울 (앵콜) ] 예상 셋리스트
55,12,92,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],크리스토퍼 내한공연 CHRISTOPHER LIVE [서울] 예상 셋리스트
86,12,191,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],크리스토퍼 내한공연 CHRISTOPHER LIVE [서울] 예상 셋리스트
117,12,224,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],크리스토퍼 내한공연 CHRISTOPHER LIVE [서울] 예상 셋리스트
148,12,257,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],크리스토퍼 내한공연 CHRISTOPHER LIVE [서울] 예상 셋리스트
51,13,88,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,Minami Earthtication [서울],Minami Earthtication [서울] 예상 셋리스트
82,13,187,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,Minami Earthtication [서울],Minami Earthtication [서울] 예상 셋리스트
113,13,220,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,Minami Earthtication [서울],Minami Earthtication [서울] 예상 셋리스트
144,13,253,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,Minami Earthtication [서울],Minami Earthtication [서울] 예상 셋리스트
34,14,69,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,ARGY 내한 콘서트 1st show in korea,ARGY 내한 콘서트 1st show in korea 예상 셋리스트
65,14,168,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,ARGY 내한 콘서트 1st show in korea,ARGY 내한 콘서트 1st show in korea 예상 셋리스트
96,14,201,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,ARGY 내한 콘서트 1st show in korea,ARGY 내한 콘서트 1st show in korea 예상 셋리스트
127,14,234,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,ARGY 내한 콘서트 1st show in korea,ARGY 내한 콘서트 1st show in korea 예상 셋리스트
48,15,85,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,Jacky Cheung 60+ Concert Tour [인천],Jacky Cheung 60+ Concert Tour [인천] 예상 셋리스트
79,15,184,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,Jacky Cheung 60+ Concert Tour [인천],Jacky Cheung 60+ Concert Tour [인천] 예상 셋리스트
110,15,217,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,Jacky Cheung 60+ Concert Tour [인천],Jacky Cheung 60+ Concert Tour [인천] 예상 셋리스트
141,15,250,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,Jacky Cheung 60+ Concert Tour [인천],Jacky Cheung 60+ Concert Tour [인천] 예상 셋리스트
58,16,95,PAST,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,"타일러, 더 크리에이터 내한공연 [고양]","Tyler, The Creator 'Igor' Tour 실제 셋리스트"
89,16,194,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,"타일러, 더 크리에이터 내한공연 [고양]","타일러, 더 크리에이터 내한공연 [고양] 예상 셋리스트"
120,16,227,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,"타일러, 더 크리에이터 내한공연 [고양]","타일러, 더 크리에이터 내한공연 [고양] 예상 셋리스트"
151,16,260,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,"타일러, 더 크리에이터 내한공연 [고양]","타일러, 더 크리에이터 내한공연 [고양] 예상 셋리스트"
42,17,79,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,toconoma ISLAND World Tour [서울],toconoma ISLAND World Tour [서울] 예상 셋리스트
73,17,178,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,toconoma ISLAND World Tour [서울],toconoma ISLAND World Tour [서울] 예상 셋리스트
104,17,211,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,toconoma ISLAND World Tour [서울],toconoma ISLAND World Tour [서울] 예상 셋리스트
135,17,244,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,toconoma ISLAND World Tour [서울],toconoma ISLAND World Tour [서울] 예상 셋리스트
33,19,68,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,에릭 마틴 내한공연,에릭 마틴 내한공연 예상 셋리스트
64,19,167,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,에릭 마틴 내한공연,에릭 마틴 내한공연 예상 셋리스트
95,19,200,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,에릭 마틴 내한공연,에릭 마틴 내한공연 예상 셋리스트
126,19,233,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,에릭 마틴 내한공연,에릭 마틴 내한공연 예상 셋리스트
61,20,98,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]","Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울] 예상 셋리스트"
92,20,197,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]","Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울] 예상 셋리스트"
123,20,230,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]","Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울] 예상 셋리스트"
154,20,263,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]","Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울] 예상 셋리스트"
50,21,87,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,Daoko THE YOU ZIZAI ASIA TOUR [서울],Daoko THE YOU ZIZAI ASIA TOUR [서울] 예상 셋리스트
81,21,186,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,Daoko THE YOU ZIZAI ASIA TOUR [서울],Daoko THE YOU ZIZAI ASIA TOUR [서울] 예상 셋리스트
112,21,219,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,Daoko THE YOU ZIZAI ASIA TOUR [서울],Daoko THE YOU ZIZAI ASIA TOUR [서울] 예상 셋리스트
143,21,252,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,Daoko THE YOU ZIZAI ASIA TOUR [서울],Daoko THE YOU ZIZAI ASIA TOUR [서울] 예상 셋리스트
59,22,96,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul 예상 셋리스트
90,22,195,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul 예상 셋리스트
121,22,228,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul 예상 셋리스트
152,22,261,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul 예상 셋리스트
53,23,90,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,My Dying Bride 내한공연,My Dying Bride 내한공연 예상 셋리스트
84,23,189,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,My Dying Bride 내한공연,My Dying Bride 내한공연 예상 셋리스트
115,23,222,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,My Dying Bride 내한공연,My Dying Bride 내한공연 예상 셋리스트
146,23,255,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,My Dying Bride 내한공연,My Dying Bride 내한공연 예상 셋리스트
38,24,73,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,PURA LANA #2 John Carroll Kirby [제주],PURA LANA #2 John Carroll Kirby [제주] 예상 셋리스트
69,24,172,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,PURA LANA #2 John Carroll Kirby [제주],PURA LANA #2 John Carroll Kirby [제주] 예상 셋리스트
100,24,205,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,PURA LANA #2 John Carroll Kirby [제주],PURA LANA #2 John Carroll Kirby [제주] 예상 셋리스트
131,24,238,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,PURA LANA #2 John Carroll Kirby [제주],PURA LANA #2 John Carroll Kirby [제주] 예상 셋리스트
45,25,82,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,뮤즈 내한공연 (MUSE LIVE IN KOREA),뮤즈 내한공연 (MUSE LIVE IN KOREA) 예상 셋리스트
76,25,181,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,뮤즈 내한공연 (MUSE LIVE IN KOREA),뮤즈 내한공연 (MUSE LIVE IN KOREA) 예상 셋리스트
107,25,214,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,뮤즈 내한공연 (MUSE LIVE IN KOREA),뮤즈 내한공연 (MUSE LIVE IN KOREA) 예상 셋리스트
138,25,247,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,뮤즈 내한공연 (MUSE LIVE IN KOREA),뮤즈 내한공연 (MUSE LIVE IN KOREA) 예상 셋리스트
47,26,84,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,ASCA ASIA TOUR [서울],ASCA ASIA TOUR [서울] 예상 셋리스트
78,26,183,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,ASCA ASIA TOUR [서울],ASCA ASIA TOUR [서울] 예상 셋리스트
109,26,216,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,ASCA ASIA TOUR [서울],ASCA ASIA TOUR [서울] 예상 셋리스트
140,26,249,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,ASCA ASIA TOUR [서울],ASCA ASIA TOUR [서울] 예상 셋리스트
49,27,86,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]","SCANDAL TOUR: LOVE, SPARK, JOY! [서울] 예상 셋리스트"
80,27,185,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]","SCANDAL TOUR: LOVE, SPARK, JOY! [서울] 예상 셋리스트"
111,27,218,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]","SCANDAL TOUR: LOVE, SPARK, JOY! [서울] 예상 셋리스트"
142,27,251,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]","SCANDAL TOUR: LOVE, SPARK, JOY! [서울] 예상 셋리스트"
31,28,66,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul 예상 셋리스트
62,28,165,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul 예상 셋리스트
93,28,198,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul 예상 셋리스트
124,28,231,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul 예상 셋리스트
39,29,75,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],toe New Album Release Tour: NOW WE SEE THE LIGHT [서울] 예상 셋리스트
70,29,174,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],toe New Album Release Tour: NOW WE SEE THE LIGHT [서울] 예상 셋리스트
101,29,207,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],toe New Album Release Tour: NOW WE SEE THE LIGHT [서울] 예상 셋리스트
132,29,240,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],toe New Album Release Tour: NOW WE SEE THE LIGHT [서울] 예상 셋리스트
40,30,76,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,JORDANN ASIA TOUR IN SEOUL,JORDANN ASIA TOUR IN SEOUL 예상 셋리스트
71,30,175,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,JORDANN ASIA TOUR IN SEOUL,JORDANN ASIA TOUR IN SEOUL 예상 셋리스트
102,30,208,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,JORDANN ASIA TOUR IN SEOUL,JORDANN ASIA TOUR IN SEOUL 예상 셋리스트
133,30,241,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,JORDANN ASIA TOUR IN SEOUL,JORDANN ASIA TOUR IN SEOUL 예상 셋리스트
44,31,81,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,톰 그래넌 내한공연 GRENNAN'25,톰 그래넌 내한공연 GRENNAN'25 예상 셋리스트
75,31,180,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,톰 그래넌 내한공연 GRENNAN'25,톰 그래넌 내한공연 GRENNAN'25 예상 셋리스트
106,31,213,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,톰 그래넌 내한공연 GRENNAN'25,톰 그래넌 내한공연 GRENNAN'25 예상 셋리스트
137,31,246,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,톰 그래넌 내한공연 GRENNAN'25,톰 그래넌 내한공연 GRENNAN'25 예상 셋리스트
46,32,83,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,녹황색사회 아시아 투어,녹황색사회 아시아 투어 예상 셋리스트
77,32,182,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,녹황색사회 아시아 투어,녹황색사회 아시아 투어 예상 셋리스트
108,32,215,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,녹황색사회 아시아 투어,녹황색사회 아시아 투어 예상 셋리스트
139,32,248,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,녹황색사회 아시아 투어,녹황색사회 아시아 투어 예상 셋리스트
52,33,89,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,Novelbright LIVE TOUR [서울],Novelbright LIVE TOUR [서울] 예상 셋리스트
83,33,188,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,Novelbright LIVE TOUR [서울],Novelbright LIVE TOUR [서울] 예상 셋리스트
114,33,221,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,Novelbright LIVE TOUR [서울],Novelbright LIVE TOUR [서울] 예상 셋리스트
145,33,254,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,Novelbright LIVE TOUR [서울],Novelbright LIVE TOUR [서울] 예상 셋리스트
54,34,91,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,yama Asia Tour: 호시탐탐 [서울],yama Asia Tour: 호시탐탐 [서울] 예상 셋리스트
85,34,190,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,yama Asia Tour: 호시탐탐 [서울],yama Asia Tour: 호시탐탐 [서울] 예상 셋리스트
116,34,223,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,yama Asia Tour: 호시탐탐 [서울],yama Asia Tour: 호시탐탐 [서울] 예상 셋리스트
147,34,256,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,yama Asia Tour: 호시탐탐 [서울],yama Asia Tour: 호시탐탐 [서울] 예상 셋리스트
32,35,67,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,"SAKIYAMA SOUSHI 연주이야기 투어, DIARY","SAKIYAMA SOUSHI 연주이야기 투어, DIARY 예상 셋리스트"
63,35,166,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,"SAKIYAMA SOUSHI 연주이야기 투어, DIARY","SAKIYAMA SOUSHI 연주이야기 투어, DIARY 예상 셋리스트"
94,35,199,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,"SAKIYAMA SOUSHI 연주이야기 투어, DIARY","SAKIYAMA SOUSHI 연주이야기 투어, DIARY 예상 셋리스트"
125,35,232,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,"SAKIYAMA SOUSHI 연주이야기 투어, DIARY","SAKIYAMA SOUSHI 연주이야기 투어, DIARY 예상 셋리스트"
37,36,72,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,TOMIOKA AI ASIA TOUR [서울],TOMIOKA AI ASIA TOUR [서울] 예상 셋리스트
68,36,171,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,TOMIOKA AI ASIA TOUR [서울],TOMIOKA AI ASIA TOUR [서울] 예상 셋리스트
99,36,204,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,TOMIOKA AI ASIA TOUR [서울],TOMIOKA AI ASIA TOUR [서울] 예상 셋리스트
130,36,237,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,TOMIOKA AI ASIA TOUR [서울],TOMIOKA AI ASIA TOUR [서울] 예상 셋리스트
36,37,71,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,오아시스 내한공연 [고양],오아시스 내한공연 [고양] 예상 셋리스트
67,37,170,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,오아시스 내한공연 [고양],오아시스 내한공연 [고양] 예상 셋리스트
98,37,203,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,오아시스 내한공연 [고양],오아시스 내한공연 [고양] 예상 셋리스트
129,37,236,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,오아시스 내한공연 [고양],오아시스 내한공연 [고양] 예상 셋리스트
41,38,77,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,"NEMOPHILA Live, MVXS 5 [서울]","NEMOPHILA Live, MVXS 5 [서울] 예상 셋리스트"
72,38,176,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,"NEMOPHILA Live, MVXS 5 [서울]","NEMOPHILA Live, MVXS 5 [서울] 예상 셋리스트"
103,38,209,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,"NEMOPHILA Live, MVXS 5 [서울]","NEMOPHILA Live, MVXS 5 [서울] 예상 셋리스트"
134,38,242,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,"NEMOPHILA Live, MVXS 5 [서울]","NEMOPHILA Live, MVXS 5 [서울] 예상 셋리스트"
57,39,94,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,Konomi Suzuki Asia Tour [서울],Konomi Suzuki Asia Tour [서울] 예상 셋리스트
88,39,193,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,Konomi Suzuki Asia Tour [서울],Konomi Suzuki Asia Tour [서울] 예상 셋리스트
119,39,226,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,Konomi Suzuki Asia Tour [서울],Konomi Suzuki Asia Tour [서울] 예상 셋리스트
150,39,259,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,Konomi Suzuki Asia Tour [서울],Konomi Suzuki Asia Tour [서울] 예상 셋리스트
60,40,97,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,트래비스 스캇 첫 단독 내한공연 [고양],트래비스 스캇 첫 단독 내한공연 [고양] 예상 셋리스트
91,40,196,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,트래비스 스캇 첫 단독 내한공연 [고양],트래비스 스캇 첫 단독 내한공연 [고양] 예상 셋리스트
122,40,229,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,트래비스 스캇 첫 단독 내한공연 [고양],트래비스 스캇 첫 단독 내한공연 [고양] 예상 셋리스트
153,40,262,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,트래비스 스캇 첫 단독 내한공연 [고양],트래비스 스캇 첫 단독 내한공연 [고양] 예상 셋리스트
