id,concert_id,setlist_id,type,status,created_at,updated_at,concert_title,setlist_title
50,21,87,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
81,21,186,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
112,21,219,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
143,21,252,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
59,22,96,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
90,22,195,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
121,22,228,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
152,22,261,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
53,23,90,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
84,23,189,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
115,23,222,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
146,23,255,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
38,24,73,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
69,24,172,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
100,24,205,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
131,24,238,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
45,25,82,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
76,25,181,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
107,25,214,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
138,25,247,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
47,26,84,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
78,26,183,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
109,26,216,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
140,26,249,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
49,27,86,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
80,27,185,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
111,27,218,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
142,27,251,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
31,28,66,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
62,28,165,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
93,28,198,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
124,28,231,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
39,29,75,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
70,29,174,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
101,29,207,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
132,29,240,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
40,30,76,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
71,30,175,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
102,30,208,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
133,30,241,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
44,31,81,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
75,31,180,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
106,31,213,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
137,31,246,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
46,32,83,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
77,32,182,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
108,32,215,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
139,32,248,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
52,33,89,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
83,33,188,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
114,33,221,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
145,33,254,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
54,34,91,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
85,34,190,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
116,34,223,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
147,34,256,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
32,35,67,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
63,35,166,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
94,35,199,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
125,35,232,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
37,36,72,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
68,36,171,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
99,36,204,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
130,36,237,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
36,37,71,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
67,37,170,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
98,37,203,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
129,37,236,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
41,38,77,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
72,38,176,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
103,38,209,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
134,38,242,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
57,39,94,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
88,39,193,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
119,39,226,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
150,39,259,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
60,40,97,EXPECTED,,2025-09-05 19:32:35.301,2025-09-05 19:32:35.301,,
91,40,196,EXPECTED,,2025-09-05 22:30:40.806,2025-09-05 22:30:40.806,,
122,40,229,EXPECTED,,2025-09-08 14:00:18.689,2025-09-08 14:00:18.689,,
153,40,262,EXPECTED,,2025-09-08 14:22:18.239,2025-09-08 14:22:18.239,,
