concert_title,category,content,img_url
ARGY 내한 콘서트 1st show in korea,입장 및 관람 규칙,"공연장 내 음식물 및 주류 반입은 엄격히 금지돼요. 병, 폭죽, 레이저 등 타인의 안전을 위협할 수 있는 물품 또한 반입이 금지되오니 유의해 주세요.",
ARGY 내한 콘서트 1st show in korea,입장 및 관람 규칙,"공연 중 사진 촬영, 동영상 촬영, 녹음 등 일체의 기록 행위는 금지되어 있어요. 적발 시 녹음/녹화된 자료는 삭제되며, 강제 퇴장 조치될 수 있으니 공연 관람 에티켓을 지켜주시기 바랍니어요.",
ARGY 내한 콘서트 1st show in korea,티켓팅 및 가격 정보,"이 콘서트의 티켓은 인터파크 티켓을 통해 예매되었어요. 공식 확인된 티켓 가격은 스탠딩 A 77,000원, 스탠딩 B 77,000원이었어요.",
ARGY 내한 콘서트 1st show in korea,공연장 편의시설,공연장인 무신사 개러지에는 별도의 주차 공간이 협소하여 대중교통 이용을 적극 권장합니어요. 지하철 2호선 홍대입구역 9번 출구에서 도보로 약 5분 거리에 위치해 있어 접근성이 좋어요.,
ARGY 내한 콘서트 1st show in korea,공연장 편의시설,"공연장 내에서 아티스트 관련 굿즈 판매가 진행될 예정이에요. 기타 편의시설(카페 등)은 별도로 명시된 바 없으며, 주변 홍대입구역 인근 상업 시설을 이용해 주시면 돼요.",
PURA LANA #2 John Carroll Kirby [제주],입장 및 관람 규칙,"관객 입장 시간은 공연 시작 30분 전부터이에요. 공연 시작 후에는 입장이 제한될 수 있으니 미리 도착해 주세요. 공연 중 사진, 동영상 촬영 및 녹음은 엄격히 금지돼요. 음식물 반입은 허용되지 않어요. 만 15세 이상 관람가이며, 입장 시 신분증 확인을 요청할 수 있어요.",
PURA LANA #2 John Carroll Kirby [제주],티켓팅 및 가격 정보,"공식 티켓 가격은 전석 88,000원이에요. 예매는 인터파크 티켓을 통해 진행되었어요. 티켓은 2024년 4월 24일 (수) 14시부터 판매되었어요.",
PURA LANA #2 John Carroll Kirby [제주],공연장 편의시설,공연장은 제주 서귀포시 스피너(SPINNER)이에요. 공연장 내 주차 공간이 협소하므로 대중교통 이용을 권장합니어요. 필요한 경우 주변 유료 주차장을 이용해야 합니어요. 물품보관함 운영 여부는 현장 상황에 따라 달라질 수 있어요.,
Creepy Nuts ASIA TOUR in Seoul,입장 및 관람 규칙,"관객 여러분의 원활한 입장을 위해 공연 시작 1시간 전인 오후 5시부터 입장이 시작될 예정이에요. 티켓 부스는 공연 시작 2시간 전인 오후 4시부터 운영되오니, 미리 도착하셔서 여유롭게 준비하시는 것을 추천드려요. 음식물(뚜껑 있는 PET병 물은 제외) 및 위험 물품, 다른 관객에게 방해가 될 수 있는 대형 응원 도구 등은 반입이 금지되니 참고해주세요. 공연 중 사진, 동영상 촬영 및 녹음은 일절 금지되어 있으며, 적발 시 녹음/녹화된 자료는 삭제되고 강제 퇴장 조치될 수 있으니 꼭 지켜주세요.",
Creepy Nuts ASIA TOUR in Seoul,티켓팅 및 가격 정보,"이번 공연의 티켓 가격은 스탠딩 110,000원(VAT 포함)으로 책정되었어요. 티켓 예매는 2024년 5월 16일 목요일 오후 6시(KST)부터 인터파크 티켓에서 단독으로 진행되었어요. 현재 공식적으로 발표된 선예매나 팬클럽 예매 정보는 없어요.",
Creepy Nuts ASIA TOUR in Seoul,공연장 편의시설,"공연은 예스24 라이브홀에서 진행돼요. 공연장 주차 공간이 매우 협소하고 만차 시 이용이 어려울 수 있으니, 가급적 대중교통 이용을 강력히 권장 드립니어요. 지하철 5호선 광나루역 2번 출구에서 도보로 약 5분 정도 거리에 위치해 있어 접근성이 좋어요. 공연장 내 상설 카페는 없지만, 공연 당일 주최 측에 의해 굿즈 판매 부스가 운영될 수 있어요. 굿즈 관련 상세 정보는 공연이 임박하여 아티스트 공식 채널이나 주최사 공지를 통해 확인하시는 것이 좋아요.",
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],입장 및 관람 규칙,콘서트장 입장은 공연 시작 1시간 전부터 시작될 예정이었어요. 스탠딩 구역은 예매 번호 순서에 따라 입장하는 방식이었답니어요.,
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],입장 및 관람 규칙,"공연장 내 음식물 반입은 금지되었으며, 위험 물품 또한 반입이 제한되었어요.",
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],입장 및 관람 규칙,"공연 중 사진, 동영상 촬영 및 녹음은 엄격히 금지되었답니어요. 적발 시 촬영된 자료는 삭제되고 퇴장 조치될 수 있었어요.",
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],티켓팅 및 가격 정보,"티켓 가격은 전석 스탠딩으로 88,000원이었어요.",
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],티켓팅 및 가격 정보,티켓 예매는 예스24 티켓을 통해 온라인으로 진행되었답니어요.,
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],티켓팅 및 가격 정보,해당 콘서트에 대한 팬클럽 선예매나 별도 선예매 정보는 공식적으로 발표된 바 없었어요.,
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],공연장 편의시설,예스24 라이브홀은 별도 전용 주차장이 없어서 대중교통 이용이 편리해요. 지하철 5호선 광나루역 2번 출구에서 걸어서 오실 수 있답니어요.,
toe New Album Release Tour: NOW WE SEE THE LIGHT [서울],공연장 편의시설,"공연장 내에는 간이 음료 판매대가 있을 수 있지만, 대규모 카페 시설은 따로 없었어요. 굿즈샵의 경우, 해당 콘서트 관련 공식적인 운영 정보는 찾을 수 없었어요.",
"baby selects, 2hollis (투홀리스) 서울 공연 pt.2",입장 및 관람 규칙,"공연은 2024년 3월 22일 금요일 오후 8시에 무신사 개러지에서 진행되었어요. 입장은 공연 시작 1시간 전인 오후 7시부터 가능했으며, 원활한 관람을 위해 공연 시작 10분 전까지 입장을 완료해달라는 안내가 있었어요. 공연 시작 후에는 스태프의 안내에 따라 입장할 수 있었으나, 본래 위치가 아닌 곳으로 안내될 수 있었어요. 티켓은 공연 당일 현장 매표소에서 예매자 본인 확인(신분증 및 예매내역서) 후 수령할 수 있었어요.",http://ticketimage.interpark.com/Play/image/banner/24/24001925_P1_143828.jpg
"baby selects, 2hollis (투홀리스) 서울 공연 pt.2",금지 물품 및 촬영 규칙,"꽃다발, 폭죽, 레이저, 인화물질 등 위험 물품과 음식물, 주류 등은 공연장 내 반입이 엄격히 금지되었어요. 또한, 공연장 내에서의 사진 촬영, 녹음, 녹화 등은 일절 허용되지 않았으며, 적발 시 녹음/녹화된 자료는 삭제되고 강제 퇴장 조치될 수 있었어요.",http://ticketimage.interpark.com/Play/image/banner/24/24001925_P1_143828.jpg
"baby selects, 2hollis (투홀리스) 서울 공연 pt.2",티켓팅 및 가격 정보,"이 공연의 티켓 가격은 스탠딩 77,000원이었어요. 공식 티켓 예매는 인터파크 티켓을 통해 2024년 2월 23일 금요일 오후 6시부터 단독으로 진행되었어요.",http://ticketimage.interpark.com/Play/image/banner/24/24001925_P1_143828.jpg
"baby selects, 2hollis (투홀리스) 서울 공연 pt.2",공연장 편의시설 및 교통편,"공연장인 무신사 개러지는 주차 공간이 매우 협소하여 대중교통 이용을 적극 권장했어요. 지하철 2호선 홍대입구역 9번 출구에서 도보로 약 5분 거리에 위치하고 있어요. 개인 물품 보관을 위한 물품 보관함(락커)이 마련되어 있었으나, 수량이 한정되어 있어 가급적 간편하게 방문하는 것이 좋았어요.",http://ticketimage.interpark.com/Play/image/banner/24/24001925_P1_143828.jpg
"NEMOPHILA Live, MVXS 5 [서울]",입장 및 관람 규칙,"NEMOPHILA Live, MVXS 5 [서울] 콘서트는 2024년 2월 24일(토) 오후 6시에 YES24 라이브홀에서 진행되었어요. 일반적으로 공연 시작 1시간 전인 오후 5시부터 입장이 시작되었으며, 티켓 확인 절차를 거쳐 입장하셨을 거예요. 현장에서 티켓을 수령하신 경우, 신분증과 예매 내역을 꼭 지참하셔야 했어요.",
"NEMOPHILA Live, MVXS 5 [서울]",입장 및 관람 규칙,"안전하고 쾌적한 관람을 위해 공연장 내 음식물 및 주류 반입은 금지되었어요. 또한, 위험 물품이나 타인에게 방해가 될 수 있는 물품들은 반입이 제한되었어요. 이 점 유의하셔야 했어요.",
"NEMOPHILA Live, MVXS 5 [서울]",입장 및 관람 규칙,"공연 중에는 아티스트 보호 및 저작권 문제로 사진 및 동영상 촬영, 녹음이 엄격히 금지되었어요. 만약 적발될 경우, 촬영된 자료는 삭제되고 강제 퇴장 조치될 수 있었으니 이 규칙을 꼭 지켜주셔야 했어요.",
"NEMOPHILA Live, MVXS 5 [서울]",티켓팅 및 가격 정보,"NEMOPHILA Live, MVXS 5 [서울] 콘서트의 티켓 가격은 스탠딩석과 지정석 모두 99,000원이었어요. 모든 좌석의 가격이 동일하게 책정되었어요. 이 정보는 YES24 티켓 예매 페이지에서 공식적으로 확인되었어요.",
"NEMOPHILA Live, MVXS 5 [서울]",티켓팅 및 가격 정보,"공식 예매는 YES24 티켓 단독으로 진행되었어요. 티켓은 2023년 12월 28일(목) 오후 8시에 오픈되었으며, YES24 티켓 웹사이트를 통해서만 예매가 가능했어요. 다른 예매처는 없었어요.",
"NEMOPHILA Live, MVXS 5 [서울]",티켓팅 및 가격 정보,"NEMOPHILA Live, MVXS 5 [서울] 콘서트 관련해서는 공식적으로 발표된 팬클럽 선예매나 카드사 선예매 등의 특별한 예매 정보는 찾을 수 없어요. 일반 예매만 진행되었어요.",
"NEMOPHILA Live, MVXS 5 [서울]",공연장 편의시설,콘서트가 열린 YES24 라이브홀은 서울 광진구 구천면로 20에 위치하고 있어요. 대중교통 이용 시 지하철 5호선 광나루역 2번 출구에서 도보로 약 5분 정도 소요되어 매우 편리했어요.,
"NEMOPHILA Live, MVXS 5 [서울]",공연장 편의시설,"YES24 라이브홀은 자체 주차 공간이 매우 협소하기 때문에, 콘서트 관람 시 대중교통 이용을 적극 권장했어요. 자가용을 이용하셨다면 인근 유료 주차장(광진구민체육센터, 장신대 주차장 등)을 이용하셔야 했어요.",
"NEMOPHILA Live, MVXS 5 [서울]",공연장 편의시설,공연 당일 현장에서는 MD 판매 부스가 운영될 수 있다고 안내되었어요. 하지만 공연장 내부에 상설 카페나 다른 편의시설에 대한 구체적인 정보는 공식 예매 페이지에서 확인할 수 없었어요. 필요한 경우 미리 준비하시는 것이 좋았어요.,
"현대카드 Curated 100, Summer Salt",입장 및 관람 규칙,콘서트장 입장은 공연 시작 1시간 전인 2024년 5월 11일 토요일 오후 6시부터 가능했어요. 티켓 확인 후 입장하는 절차로 진행되었답니어요.,
"현대카드 Curated 100, Summer Salt",입장 및 관람 규칙,"외부 음식물, 병류, 폭죽, 다른 관객에게 방해가 될 수 있는 플래카드나 풍선 등은 공연장 내 반입이 금지되었어요. 공연장 내 유료 물품보관함이 제공되어 이용할 수 있었답니어요.",
"현대카드 Curated 100, Summer Salt",입장 및 관람 규칙,"공연 중에는 사진, 동영상 촬영 및 녹음이 엄격히 금지되었어요. 공연의 온전한 경험을 위해 협조가 필요했답니어요.",
"현대카드 Curated 100, Summer Salt",티켓팅 및 가격 정보,"티켓 가격은 전석 88,000원으로 동일했어요. 모두 지정석으로 운영되었답니어요.",
"현대카드 Curated 100, Summer Salt",티켓팅 및 가격 정보,공식 예매는 인터파크 티켓을 통해서 진행되었어요. 온라인으로 편리하게 예매할 수 있었답니어요.,
"현대카드 Curated 100, Summer Salt",공연장 편의시설,"현대카드 언더스테이지는 6호선 한강진역 3번 출구 바로 앞에 위치하여 대중교통 이용이 매우 편리했어요. 별도의 전용 주차장은 없었기 때문에, 자가용 이용 시에는 인근 한남동 공영주차장 등 유료 주차장을 이용해야 했답니어요.",
"현대카드 Curated 100, Summer Salt",공연장 편의시설,"현대카드 언더스테이지 건물 내에는 '바이닐앤플라스틱(Vinyl & Plastic)'이라는 공간이 있어 음반이나 관련 상품을 구경할 수 있었고, 간단한 음료를 마실 수 있는 카페도 있었답니어요. 공연 전후로 둘러보기 좋았어요.",
toconoma ISLAND World Tour [서울],티켓팅 및 가격 정보,"toconoma ISLAND World Tour [서울] 콘서트는 전석 스탠딩으로 99,000원에 판매되었어요. 티켓은 YES24 티켓에서 단독으로 예매가 진행되었으며, 2023년 7월 25일 화요일 오후 2시부터 예매가 시작되었어요.",
toconoma ISLAND World Tour [서울],입장 및 관람 규칙,"콘서트장 입장은 공연 시작 1시간 전부터 시작되었으며, 예매하신 티켓의 번호에 따라 순차적으로 입장했어요. 원활한 입장을 위해 공연 시작 시간보다 여유 있게 도착하는 것이 좋어요.",
toconoma ISLAND World Tour [서울],입장 및 관람 규칙,"공연장에는 음식물, 주류, 병, 캔 등 외부 음료 및 음식물 반입이 엄격히 금지되었어요. 위험성이 있는 폭죽, 레이저, 인화성 물질 등도 반입할 수 없으니 참고해주세요.",
toconoma ISLAND World Tour [서울],입장 및 관람 규칙,"공연 중 모든 형태의 사진, 동영상 촬영 및 녹음은 금지되었어요. 적발 시에는 촬영된 자료가 삭제되고 퇴장 조치될 수 있으니 유의하시길 바랍니어요.",
toconoma ISLAND World Tour [서울],공연장 편의시설,"toconoma 콘서트가 열렸던 YES24 LIVE HALL은 대중교통 이용이 매우 편리합니어요. 지하철 5호선 광나루역 2번 출구에서 도보로 약 3분 거리에 위치해 있어요. 공연장 내 주차 공간이 협소하여 만차일 경우가 많으니, 가급적 대중교통을 이용하시는 것을 추천해 드립니어요. 자가용 이용 시에는 인근 유료 주차장을 확인하셔야 해요.",
toconoma ISLAND World Tour [서울],공연장 편의시설,"공연장 로비에는 유료 물품보관함이 운영되어 편하게 짐을 보관할 수 있었어요. 또한, toconoma의 공식 굿즈도 현장에서 판매되어 팬분들의 많은 관심을 받았어요.",
제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR,입장 및 관람 규칙,관객분들은 공연 시작 1시간 전인 오후 7시부터 스탠딩 예매 번호 순으로 입장하실 수 있어요. 티켓은 공연 당일 현장 매표소에서 예매 내역과 신분증을 지참하여 본인 확인 후 수령하시면 돼요. 입장 시간은 현장 상황에 따라 변동될 수 있으니 참고 부탁드립니어요.,https://ticketimage.interpark.com/Play/image/L2024/24006155_2.gif
제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR,입장 및 관람 규칙,"콘서트장 내에서 사진, 동영상 촬영 및 녹음, 녹취는 엄격하게 금지되어 있어요. 만약 적발될 경우, 녹음되거나 녹취된 자료는 삭제 조치되며 강제 퇴장될 수 있으니 유의해주시기 바랍니어요. 구체적인 반입 금지 물품은 명시되어 있지 않으나, 물품 보관함이 유료로 운영돼요.",https://ticketimage.interpark.com/Play/image/L2024/24006155_2.gif
제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR,티켓팅 및 가격 정보,"본 공연의 티켓 가격은 스탠딩석 99,000원이에요. 예매는 인터파크 티켓 단독으로 진행되었으며, 2024년 3월 29일 (금) 오후 12시(정오)에 오픈되었어요. 1인당 4매까지 구매하실 수 있어요.",https://ticketimage.interpark.com/Play/image/L2024/24006155_2.gif
제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR,티켓팅 및 가격 정보,"현재 공식적으로 발표된 선예매 또는 팬클럽 예매 정보는 없어요. 티켓은 현장 수령만 가능하며, 배송은 불가한 점 확인 부탁드립니어요.",https://ticketimage.interpark.com/Play/image/L2024/24006155_2.gif
제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR,공연장 편의시설,공연장인 무신사 개러지에는 별도의 주차 공간이 제공되지 않어요. 따라서 관객분들께서는 대중교통을 이용해 방문해주시는 것을 권장합니어요.,https://ticketimage.interpark.com/Play/image/L2024/24006155_2.gif
제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR,공연장 편의시설,공연장 내 물품 보관함이 유료로 운영되니 필요하신 분들은 이용하실 수 있어요. 그 외 공연장 내 카페나 굿즈샵 운영에 대한 구체적인 정보는 현재 확인되지 않어요.,https://ticketimage.interpark.com/Play/image/L2024/24006155_2.gif
뮤즈 내한공연 (MUSE LIVE IN KOREA),입장 및 관람 규칙,"2023년 10월 7일 개최된 MUSE ""Will Of The People"" World Tour - Seoul 공연의 공식 안내에 따르면, 공연 시작 2시간 전부터 입장이 시작되었어요. 관객분들은 여유를 가지고 일찍 도착하시는 것이 좋았어요.",
뮤즈 내한공연 (MUSE LIVE IN KOREA),입장 및 관람 규칙,"2023년 내한 공연 시, 전문 촬영 및 녹음 장비, 병/캔을 포함한 외부 음식물, 폭죽, 레이저 등 다른 관객에게 피해를 주거나 공연 진행을 방해할 수 있는 물품은 반입이 엄격히 금지되었어요.",
뮤즈 내한공연 (MUSE LIVE IN KOREA),입장 및 관람 규칙,"2023년 내한 공연에서는 사전 협의되지 않은 사진, 동영상 촬영 및 녹음 등 일체의 기록 행위가 공연 중 엄격히 금지되었어요. 적발 시에는 촬영 자료 삭제 및 강제 퇴장 조치가 이루어질 수 있다는 안내가 있었어요.",
뮤즈 내한공연 (MUSE LIVE IN KOREA),티켓팅 및 가격 정보,"2023년 10월 7일 개최된 MUSE 내한 공연의 공식 티켓 가격은 인터파크 티켓을 통해 R석 154,000원, S석 132,000원, A석 110,000원 (VAT 포함)으로 확인되었어요.",
뮤즈 내한공연 (MUSE LIVE IN KOREA),티켓팅 및 가격 정보,2023년 MUSE 내한 공연의 공식 예매는 인터파크 티켓 웹사이트를 통해 온라인으로 진행되었어요. 다른 예매 경로는 공식적으로 확인되지 않았어요.,
뮤즈 내한공연 (MUSE LIVE IN KOREA),티켓팅 및 가격 정보,2023년 MUSE 내한 공연의 선예매는 라이브네이션 코리아 멤버스 선예매로 2023년 7월 26일 낮 12시에 진행되었어요. 일반 예매는 2023년 7월 27일 낮 12시부터 시작되었어요.,
뮤즈 내한공연 (MUSE LIVE IN KOREA),공연장 편의시설,"2023년 MUSE 내한 공연이 열린 KSPO DOME(올림픽공원 체조경기장)은 올림픽공원 내 유료 주차장을 이용할 수 있었어요. 하지만 공연 당일 극심한 혼잡이 예상되어 대중교통 이용이 적극 권장되었어요. 지하철 5호선 올림픽공원역, 9호선 한성백제역 또는 올림픽공원역 이용이 편리합니어요.",
뮤즈 내한공연 (MUSE LIVE IN KOREA),공연장 편의시설,"KSPO DOME 공연장 내외부에는 편의점, 카페, 화장실 등 기본적인 편의시설이 마련되어 있어요. 공식 굿즈샵은 공연 주최 측이 운영하며, 현장 안내에 따라 이용할 수 있었어요.",
Ryokuoushoku Shakai ASIA TOUR 2024,입장 및 관람 규칙,"관객 여러분, 'Ryokuoushoku Shakai ASIA TOUR 2024' 서울 공연은 2024년 6월 22일 (토) 오후 6시에 예스24 라이브홀에서 진행돼요. 입장은 공연 시작 1시간 전인 오후 5시부터 시작될 예정이에요. 티켓을 소지하신 분만 입장이 가능하며, 티켓 분실 또는 훼손 시 입장이 불가하니 소지에 유의해주세요. 공연 시작 후에 도착하시면 다른 관객들의 관람에 방해가 되지 않도록 스태프의 안내에 따라 지정된 시간에만 입장하실 수 있어요. 공연 중 사진 및 동영상 촬영, 녹음 등 모든 형태의 저작권 침해 행위는 엄격히 금지돼요. 적발 시 촬영/녹음된 자료는 삭제되며, 강제 퇴장 조치될 수 있으니 꼭 지켜주세요. 공연장 내에서는 생수를 제외한 모든 음식물(음료 포함) 반입이 금지되어 있어요.",
Ryokuoushoku Shakai ASIA TOUR 2024,티켓팅 및 가격 정보,"이번 'Ryokuoushoku Shakai ASIA TOUR 2024' 서울 공연의 공식 티켓 가격은 스탠딩 A, B 구역 및 지정좌석 모두 121,000원이에요. 티켓은 YES24 Ticket에서 단독으로 판매되었으며, 티켓 오픈은 2024년 5월 10일 (금) 오후 12시에 진행되었어요. 1인당 4매까지 예매가 가능했어요. 공식적으로 발표된 선예매나 팬클럽 예매 정보는 없어요.",
Ryokuoushoku Shakai ASIA TOUR 2024,공연장 편의시설,"공연이 열리는 예스24 라이브홀은 지하철 5호선 광나루역 2번 출구에서 도보 약 5분 거리에 위치해 있어 대중교통 이용이 편리합니어요. 공연장 자체 주차장이 매우 협소하므로, 대중교통 이용을 적극 권장 드립니어요. 공연장 내 물품보관함은 유료로 운영되니 필요하신 분들은 이용하실 수 있어요. 공연장 내 카페나 굿즈샵 운영에 대한 공식적인 정보는 확인되지 않았어요.",
Mei Semones Live [서울],입장 및 관람 규칙,"Mei Semones Live [서울] 콘서트는 2024년 5월 19일 (일) 채널 1969에서 진행되었어요. 공연장 입장은 18시부터 시작되었으며, 공연 시작 시간은 19시였어요. 공식적으로 안내된 금지 물품이나 사진/동영상 촬영 규칙에 대한 정보는 확인되지 않어요.",
Mei Semones Live [서울],티켓팅 및 가격 정보,"Mei Semones Live [서울] 콘서트의 티켓 가격은 전석 스탠딩 77,000원이었어요. 공식 예매는 예스24 티켓을 통해 진행되었으며, 티켓 오픈은 2024년 3월 12일 (화) 12시였어요. 팬클럽 선예매 등 기타 예매 방법에 대한 공식 발표는 확인되지 않어요.",
ASCA ASIA TOUR [서울],입장 및 관람 규칙,ASCA ASIA TOUR 2024 [서울] 콘서트는 2024년 3월 30일 토요일 오후 6시에 무신사 개러지에서 진행되었어요. 티켓 교환 및 현장 판매는 공연 시작 2시간 전인 오후 4시부터 가능했고요. 입장은 공연 시작 1시간 전인 오후 5시부터 입장 번호 순으로 이루어졌어요.,
ASCA ASIA TOUR [서울],입장 및 관람 규칙,"공연장 내에는 물 이외의 음료나 음식물 반입이 금지되어 있었어요. 병, 캔, 폭죽, 레이저 등 위험하거나 타인에게 피해를 줄 수 있는 물품도 반입이 엄격히 제한되었어요. 관람 중에는 재입장이 불가하니 이 점 유의해 주세요.",
ASCA ASIA TOUR [서울],입장 및 관람 규칙,"콘서트 관람 중에는 사진 및 동영상 촬영, 녹음이 모두 금지되어 있어요. 만약 촬영이 적발될 경우, 모든 자료가 삭제되고 강제 퇴장 조치될 수 있으니 각별히 유의해 주시기 바랍니어요.",
ASCA ASIA TOUR [서울],티켓팅 및 가격 정보,"ASCA ASIA TOUR 2024 [서울]의 티켓 가격은 전석 스탠딩 99,000원이었어요. 예매는 YES24 티켓을 통해 단독으로 진행되었어요. 예매는 2024년 2월 23일 금요일 낮 12시부터 시작되어 2024년 3월 29일 금요일 오후 5시까지 가능했어요.",
