title,artist,lyrics,pronunciation,translation,musixmatch_url
Tataki,ARGY (아르지),"Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki",,,
Tataki,ARGY (아르지),"Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki",,,
Tataki,ARGY (아르지),"Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki",,,
Tataki,ARGY (아르지),"Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki

Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki
Toom toom takita
Toom toom taka taki",,,
The Midnight Sun,ARGY (아르지),,,,
The Midnight Sun,ARGY (아르지),,,,
The Midnight Sun,ARGY (아르지),,,,
The Midnight Sun,ARGY (아르지),,,,
The Midnight Sun,ARGY (아르지),,,,
The Midnight Sun,ARGY (아르지),,,,
The Sun Is Coming Up,ARGY (아르지),,,,
The Sun Is Coming Up,ARGY (아르지),,,,
The Sun Is Coming Up,ARGY (아르지),,,,
The Sun Is Coming Up,ARGY (아르지),,,,
The Sun Is Coming Up,ARGY (아르지),,,,
The Sun Is Coming Up,ARGY (아르지),,,,
The World Is Not Enough,ARGY (아르지),,,,
The World Is Not Enough,ARGY (아르지),,,,
The World Is Not Enough,ARGY (아르지),,,,
The World Is Not Enough,ARGY (아르지),,,,
The World Is Not Enough,ARGY (아르지),,,,
The World Is Not Enough,ARGY (아르지),,,,
When I'm Falling,ARGY (아르지),,,,
When I'm Falling,ARGY (아르지),,,,
When I'm Falling,ARGY (아르지),,,,
When I'm Falling,ARGY (아르지),,,,
When I'm Falling,ARGY (아르지),,,,
When I'm Falling,ARGY (아르지),,,,
Who's Gonna Save Us,ARGY (아르지),,,,
Who's Gonna Save Us,ARGY (아르지),,,,
Who's Gonna Save Us,ARGY (아르지),,,,
Who's Gonna Save Us,ARGY (아르지),,,,
Who's Gonna Save Us,ARGY (아르지),,,,
Who's Gonna Save Us,ARGY (아르지),,,,
Chain,ASCA (아스카),,,,
Chain,ASCA (아스카),,,,
Chain,ASCA (아스카),,,,
Chain,ASCA (아스카),,,,
Chain,ASCA (아스카),,,,
Chain,ASCA (아스카),,,,
Don't cry,ASCA (아스카),,,,
Don't cry,ASCA (아스카),,,,
Don't cry,ASCA (아스카),,,,
Don't cry,ASCA (아스카),,,,
Don't cry,ASCA (아스카),,,,
Don't cry,ASCA (아스카),,,,
Hibana,ASCA (아스카),,,,
Hibana,ASCA (아스카),,,,
Hibana,ASCA (아스카),,,,
Hibana,ASCA (아스카),,,,
Hibana,ASCA (아스카),,,,
Hibana,ASCA (아스카),,,,
Howling,ASCA (아스카),,,,
Howling,ASCA (아스카),,,,
Howling,ASCA (아스카),,,,
Howling,ASCA (아스카),,,,
Howling,ASCA (아스카),,,,
Howling,ASCA (아스카),,,,
KOE,ASCA (아스카),,,,
KOE,ASCA (아스카),,,,
KOE,ASCA (아스카),,,,
KOE,ASCA (아스카),,,,
KOE,ASCA (아스카),,,,
KOE,ASCA (아스카),,,,
Lynne,ASCA (아스카),,,,
Lynne,ASCA (아스카),,,,
Lynne,ASCA (아스카),,,,
Lynne,ASCA (아스카),,,,
Lynne,ASCA (아스카),,,,
Lynne,ASCA (아스카),,,,
No.F,ASCA (아스카),,,,
No.F,ASCA (아스카),,,,
No.F,ASCA (아스카),,,,
No.F,ASCA (아스카),,,,
No.F,ASCA (아스카),,,,
No.F,ASCA (아스카),,,,
Purple Dawn,ASCA (아스카),,,,
Purple Dawn,ASCA (아스카),,,,
Purple Dawn,ASCA (아스카),,,,
Purple Dawn,ASCA (아스카),,,,
Purple Dawn,ASCA (아스카),,,,
Purple Dawn,ASCA (아스카),,,,
Real Me,ASCA (아스카),,,,
Real Me,ASCA (아스카),,,,
Real Me,ASCA (아스카),,,,
Real Me,ASCA (아스카),,,,
Real Me,ASCA (아스카),,,,
Real Me,ASCA (아스카),,,,
RESISTER,ASCA (아스카),,,,
RESISTER,ASCA (아스카),,,,
RESISTER,ASCA (아스카),,,,
RESISTER,ASCA (아스카),,,,
RESISTER,ASCA (아스카),,,,
RESISTER,ASCA (아스카),,,,
RUST,ASCA (아스카),,,,
RUST,ASCA (아스카),,,,
RUST,ASCA (아스카),,,,
RUST,ASCA (아스카),,,,
RUST,ASCA (아스카),,,,
RUST,ASCA (아스카),,,,
Selfrontier,ASCA (아스카),,,,
Selfrontier,ASCA (아스카),,,,
Selfrontier,ASCA (아스카),,,,
Selfrontier,ASCA (아스카),,,,
Selfrontier,ASCA (아스카),,,,
Selfrontier,ASCA (아스카),,,,
VIVID,ASCA (아스카),,,,
VIVID,ASCA (아스카),,,,
VIVID,ASCA (아스카),,,,
VIVID,ASCA (아스카),,,,
VIVID,ASCA (아스카),,,,
VIVID,ASCA (아스카),,,,
君が見た夢の物語,ASCA (아스카),,,,
君が見た夢の物語,ASCA (아스카),,,,
君が見た夢の物語,ASCA (아스카),,,,
君が見た夢の物語,ASCA (아스카),,,,
君が見た夢の物語,ASCA (아스카),,,,
君が見た夢の物語,ASCA (아스카),,,,
天秤 -Libra-,ASCA (아스카),,,,
天秤 -Libra-,ASCA (아스카),,,,
天秤 -Libra-,ASCA (아스카),,,,
天秤 -Libra-,ASCA (아스카),,,,
天秤 -Libra-,ASCA (아스카),,,,
天秤 -Libra-,ASCA (아스카),,,,
雲を抜けて,ASCA (아스카),,,,
雲を抜けて,ASCA (아스카),,,,
雲を抜けて,ASCA (아스카),,,,
雲を抜けて,ASCA (아스카),,,,
雲を抜けて,ASCA (아스카),,,,
雲を抜けて,ASCA (아스카),,,,
Angel,CHANMINA (챤미나),"まだ寂しいのは君のせいでもないよ
誰かを想い歌を歌う夜

You said you're the one
でもずっとどこか落ち着かない
このままだとあなたは私を恋しがるでしょう

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

あなたはまだわかってない
寂しそうに見えるといつも言うだけで
Do you wanna marry me? yesとも違うでしょ
何がしたいのよ
過去の罪を覗きに
何が善悪もないよ
もう最後まで行こうよ
Look at me, look at me, look at me

You said 少しだけ落ち着いて
傷を付けたくないと抱きしめる
未だに私をよく知らないみたいね

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
2人が死ぬまで死ぬまで (涙よ踊れ)

Look at my wings 破れてるの
あなたがしてきた全ての事たちが今
私を贈ったみたいだね
ねぇダーリン泣いてみせて
善も悪も当然
報いを受けるんだよ
私は消せないよ

(涙よ踊れ) 嗚呼あなたの涙を忘れません
まだ私の心はありますか？
(共に踊れ) もうどれほど愚かと言われても
また雨の夜にはおいでください
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
私が死ぬまで騙して踊るの (涙よ踊れ)

(涙よ踊れ)",,,
Angel,CHANMINA (챤미나),"まだ寂しいのは君のせいでもないよ
誰かを想い歌を歌う夜

You said you're the one
でもずっとどこか落ち着かない
このままだとあなたは私を恋しがるでしょう

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

あなたはまだわかってない
寂しそうに見えるといつも言うだけで
Do you wanna marry me? yesとも違うでしょ
何がしたいのよ
過去の罪を覗きに
何が善悪もないよ
もう最後まで行こうよ
Look at me, look at me, look at me

You said 少しだけ落ち着いて
傷を付けたくないと抱きしめる
未だに私をよく知らないみたいね

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
2人が死ぬまで死ぬまで (涙よ踊れ)

Look at my wings 破れてるの
あなたがしてきた全ての事たちが今
私を贈ったみたいだね
ねぇダーリン泣いてみせて
善も悪も当然
報いを受けるんだよ
私は消せないよ

(涙よ踊れ) 嗚呼あなたの涙を忘れません
まだ私の心はありますか？
(共に踊れ) もうどれほど愚かと言われても
また雨の夜にはおいでください
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
私が死ぬまで騙して踊るの (涙よ踊れ)

(涙よ踊れ)",,,
Angel,CHANMINA (챤미나),"まだ寂しいのは君のせいでもないよ
誰かを想い歌を歌う夜

You said you're the one
でもずっとどこか落ち着かない
このままだとあなたは私を恋しがるでしょう

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

あなたはまだわかってない
寂しそうに見えるといつも言うだけで
Do you wanna marry me? yesとも違うでしょ
何がしたいのよ
過去の罪を覗きに
何が善悪もないよ
もう最後まで行こうよ
Look at me, look at me, look at me

You said 少しだけ落ち着いて
傷を付けたくないと抱きしめる
未だに私をよく知らないみたいね

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
2人が死ぬまで死ぬまで (涙よ踊れ)

Look at my wings 破れてるの
あなたがしてきた全ての事たちが今
私を贈ったみたいだね
ねぇダーリン泣いてみせて
善も悪も当然
報いを受けるんだよ
私は消せないよ

(涙よ踊れ) 嗚呼あなたの涙を忘れません
まだ私の心はありますか？
(共に踊れ) もうどれほど愚かと言われても
また雨の夜にはおいでください
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
私が死ぬまで騙して踊るの (涙よ踊れ)

(涙よ踊れ)",,,
Angel,CHANMINA (챤미나),"まだ寂しいのは君のせいでもないよ
誰かを想い歌を歌う夜

You said you're the one
でもずっとどこか落ち着かない
このままだとあなたは私を恋しがるでしょう

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

あなたはまだわかってない
寂しそうに見えるといつも言うだけで
Do you wanna marry me? yesとも違うでしょ
何がしたいのよ
過去の罪を覗きに
何が善悪もないよ
もう最後まで行こうよ
Look at me, look at me, look at me

You said 少しだけ落ち着いて
傷を付けたくないと抱きしめる
未だに私をよく知らないみたいね

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
2人が死ぬまで死ぬまで (涙よ踊れ)

Look at my wings 破れてるの
あなたがしてきた全ての事たちが今
私を贈ったみたいだね
ねぇダーリン泣いてみせて
善も悪も当然
報いを受けるんだよ
私は消せないよ

(涙よ踊れ) 嗚呼あなたの涙を忘れません
まだ私の心はありますか？
(共に踊れ) もうどれほど愚かと言われても
また雨の夜にはおいでください
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
私が死ぬまで騙して踊るの (涙よ踊れ)

(涙よ踊れ)",,,
Angel,CHANMINA (챤미나),"まだ寂しいのは君のせいでもないよ
誰かを想い歌を歌う夜

You said you're the one
でもずっとどこか落ち着かない
このままだとあなたは私を恋しがるでしょう

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

あなたはまだわかってない
寂しそうに見えるといつも言うだけで
Do you wanna marry me? yesとも違うでしょ
何がしたいのよ
過去の罪を覗きに
何が善悪もないよ
もう最後まで行こうよ
Look at me, look at me, look at me

You said 少しだけ落ち着いて
傷を付けたくないと抱きしめる
未だに私をよく知らないみたいね

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
2人が死ぬまで死ぬまで (涙よ踊れ)

Look at my wings 破れてるの
あなたがしてきた全ての事たちが今
私を贈ったみたいだね
ねぇダーリン泣いてみせて
善も悪も当然
報いを受けるんだよ
私は消せないよ

(涙よ踊れ) 嗚呼あなたの涙を忘れません
まだ私の心はありますか？
(共に踊れ) もうどれほど愚かと言われても
また雨の夜にはおいでください
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
私が死ぬまで騙して踊るの (涙よ踊れ)

(涙よ踊れ)",,,
Angel,CHANMINA (챤미나),"まだ寂しいのは君のせいでもないよ
誰かを想い歌を歌う夜

You said you're the one
でもずっとどこか落ち着かない
このままだとあなたは私を恋しがるでしょう

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

あなたはまだわかってない
寂しそうに見えるといつも言うだけで
Do you wanna marry me? yesとも違うでしょ
何がしたいのよ
過去の罪を覗きに
何が善悪もないよ
もう最後まで行こうよ
Look at me, look at me, look at me

You said 少しだけ落ち着いて
傷を付けたくないと抱きしめる
未だに私をよく知らないみたいね

(涙よ踊れ) 鳴呼あなたとの夜は暖かい
でも未だに心は冷えますね
(共に踊れ) ほらこのまま2人血が繋がる
ほど心を込めて愛をしましょう
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
2人が死ぬまで死ぬまで (涙よ踊れ)

Look at my wings 破れてるの
あなたがしてきた全ての事たちが今
私を贈ったみたいだね
ねぇダーリン泣いてみせて
善も悪も当然
報いを受けるんだよ
私は消せないよ

(涙よ踊れ) 嗚呼あなたの涙を忘れません
まだ私の心はありますか？
(共に踊れ) もうどれほど愚かと言われても
また雨の夜にはおいでください
(涙よ踊れ)

Angel みたいに飛び回るの
悪魔みたいにしがみついて (共に踊れ)
Angel みたいに飛び回るの
私が死ぬまで騙して踊るの (涙よ踊れ)

(涙よ踊れ)",,,
