title,artist,setlist_id,order,lyrics,pronunciation,translation,musixmatch_url
Addicted to That Rush,Eric Martin (에릭 마틴),436,13,,,,
American Beauty,Eric Martin (에릭 마틴),436,14,,,,
Alive and Kickin',Eric Martin (에릭 마틴),436,15,,,,
Everyday,Eric Martin (에릭 마틴),436,16,,,,
Take Cover,Eric Martin (에릭 마틴),436,17,,,,
To Be With You,Eric Martin (에릭 마틴),436,18,,,,
When I'm Falling,ARGY (아르지),437,1,,,,
Who's Gonna Save Us,ARGY (아르지),437,2,,,,
Daze,ARGY (아르지),437,3,,,,
Muzem,ARGY (아르지),437,4,,,,
The Midnight Sun,ARGY (아르지),437,5,,,,
Eternity,ARGY (아르지),437,6,,,,
Ketuvim,ARGY (아르지),437,7,,,,
D.T.F.K.,ARGY (아르지),437,8,,,,
Tataki,ARGY (아르지),437,9,,,,
Look At Me,ARGY (아르지),437,10,,,,
Aria,ARGY (아르지),437,11,,,,
Mental Powers,ARGY (아르지),437,12,,,,
Higher Power,ARGY (아르지),437,13,,,,
Pleasure,ARGY (아르지),437,14,,,,
The World Is Not Enough,ARGY (아르지),437,15,,,,
Dystopia,ARGY (아르지),437,16,,,,
The Sun Is Coming Up,ARGY (아르지),437,17,,,,
GIANT KILLING,MADKID (매드키드),438,1,,,,
FOG HORN,MADKID (매드키드),438,2,,,,
Future Notes,MADKID (매드키드),438,3,,,,
Party Up!!,MADKID (매드키드),438,4,,,,
IGNITION,MADKID (매드키드),438,5,,,,
Overthrow,MADKID (매드키드),438,6,,,,
Light up,MADKID (매드키드),438,7,,,,
FAITH,MADKID (매드키드),438,8,,,,
SUMMER TIME,MADKID (매드키드),438,9,,,,
ZERO,MADKID (매드키드),438,10,,,,
K.O.K,MADKID (매드키드),438,11,,,,
SWEETEST BITE,MADKID (매드키드),438,12,,,,
Brand New World,MADKID (매드키드),438,13,,,,
Last Climber,MADKID (매드키드),438,14,,,,
Change The World,MADKID (매드키드),438,15,,,,
Get down,MADKID (매드키드),438,16,,,,
One Room,MADKID (매드키드),438,17,,,,
With You,MADKID (매드키드),438,18,,,,
TOKYO LIGHTS,MADKID (매드키드),438,19,,,,
Wonderwall,Oasis (오아시스),439,1,,,,
Champagne Supernova,Oasis (오아시스),439,2,,,,
Lyla,Oasis (오아시스),439,3,,,,
Slide Away,Oasis (오아시스),439,4,,,,
Morning Glory,Oasis (오아시스),439,5,,,,
Rock 'n' Roll Star,Oasis (오아시스),439,6,,,,
Roll With It,Oasis (오아시스),439,7,,,,
Half the World Away,Oasis (오아시스),439,8,,,,
Supersonic,Oasis (오아시스),439,9,,,,
Cigarettes & Alcohol,Oasis (오아시스),439,10,,,,
Some Might Say,Oasis (오아시스),439,11,,,,
Whatever,Oasis (오아시스),439,12,,,,
The Shock of the Lightning,Oasis (오아시스),439,13,,,,
Don't Look Back In Anger,Oasis (오아시스),439,14,,,,
Acquiesce,Oasis (오아시스),439,15,,,,
Live Forever,Oasis (오아시스),439,16,,,,
Little By Little,Oasis (오아시스),439,17,,,,
F***ing in the Bushes (Intro),Oasis (오아시스),439,18,,,,
The Masterplan,Oasis (오아시스),439,19,,,,
私の居ない世界 (Watashi no Inai Sekai),TOMIOKA AI (토미오카 아이),440,1,,,,
グッバイ (Goodbye),TOMIOKA AI (토미오카 아이),440,2,,,,
Re:name,TOMIOKA AI (토미오카 아이),440,3,,,,
愛すべき人よ (Aisubeki Hito yo),TOMIOKA AI (토미오카 아이),440,4,,,,
東京 (Tokyo),TOMIOKA AI (토미오카 아이),440,5,,,,
この街に咲く花 (Kono Machi ni Saku Hana),TOMIOKA AI (토미오카 아이),440,6,,,,
傘 (Kasa),TOMIOKA AI (토미오카 아이),440,7,,,,
愛に生きて (Ai ni Ikite),TOMIOKA AI (토미오카 아이),440,8,,,,
My Place,TOMIOKA AI (토미오카 아이),440,9,,,,
夢 (Yume),TOMIOKA AI (토미오카 아이),440,10,,,,
グッドラック (Good Luck),TOMIOKA AI (토미오카 아이),440,11,,,,
愛 (Ai),TOMIOKA AI (토미오카 아이),440,12,,,,
あなたを愛してる (Anata wo Aishiteru),TOMIOKA AI (토미오카 아이),440,13,,,,
ふたつ (Futatsu),TOMIOKA AI (토미오카 아이),440,14,,,,
愛し愛され生きるのさ (Aishi Aisare Ikiru no sa),TOMIOKA AI (토미오카 아이),440,15,,,,
星が降る夜に (Hoshi ga Furu Yoru ni),TOMIOKA AI (토미오카 아이),440,16,,,,
好きになってごめんね (Suki ni Natte Gomen ne),TOMIOKA AI (토미오카 아이),440,17,,,,
Oropesa,John Carroll Kirby (존 캐럴 커비),441,1,,,,
Implosion,John Carroll Kirby (존 캐럴 커비),441,2,,,,
Geese,John Carroll Kirby (존 캐럴 커비),441,3,,,,
Horizon,John Carroll Kirby (존 캐럴 커비),441,4,,,,
Dawn of New Day,John Carroll Kirby (존 캐럴 커비),441,5,,,,
Pan's Dance,John Carroll Kirby (존 캐럴 커비),441,6,,,,
By The Sea,John Carroll Kirby (존 캐럴 커비),441,7,,,,
The Juice of Feeling,John Carroll Kirby (존 캐럴 커비),441,8,,,,
Frog Life,John Carroll Kirby (존 캐럴 커비),441,9,,,,
Lavender,John Carroll Kirby (존 캐럴 커비),441,10,,,,
Sensing It,John Carroll Kirby (존 캐럴 커비),441,11,,,,
Blueberry Beads,John Carroll Kirby (존 캐럴 커비),441,12,,,,
Makers of Time,John Carroll Kirby (존 캐럴 커비),441,13,,,,
Green Blue,John Carroll Kirby (존 캐럴 커비),441,14,,,,
Rainmaker,John Carroll Kirby (존 캐럴 커비),441,15,,,,
My Garden,John Carroll Kirby (존 캐럴 커비),441,16,,,,
Conveyor Belt,John Carroll Kirby (존 캐럴 커비),441,17,,,,
のびしろ,Creepy Nuts (크리피 너츠),442,1,,,,
堕天,Creepy Nuts (크리피 너츠),442,2,,,,
バッドオレンジズ,Creepy Nuts (크리피 너츠),442,3,,,,
新・ラッパーの生活,Creepy Nuts (크리피 너츠),442,4,,,,
かつて天才だった俺たちへ,Creepy Nuts (크리피 너츠),442,5,,,,
2way nice guy,Creepy Nuts (크리피 너츠),442,6,,,,
Bling-Bang-Bang-Born,Creepy Nuts (크리피 너츠),442,7,,,,
夢のつむぎ,Creepy Nuts (크리피 너츠),442,8,,,,
おぼろげ,Creepy Nuts (크리피 너츠),442,9,,,,
地獄園,Creepy Nuts (크리피 너츠),442,10,,,,
ヘルシー,Creepy Nuts (크리피 너츠),442,11,,,,
みんなちがって、みんないい,Creepy Nuts (크리피 너츠),442,12,,,,
あけぼの,Creepy Nuts (크리피 너츠),442,13,,,,
ラッパーの生活,Creepy Nuts (크리피 너츠),442,14,,,,
よふかしのうた,Creepy Nuts (크리피 너츠),442,15,,,,
かくれんぼ,Creepy Nuts (크리피 너츠),442,16,,,,
Dizzy,toe (토),443,1,,,,
The Book About My Idle Words,toe (토),443,2,,,,
Our Next Movement,toe (토),443,3,,,,
A Little Knowledge,toe (토),443,4,,,,
Me And The Wall,toe (토),443,5,,,,
Etude,toe (토),443,6,,,,
Kodoku No Hatsumei (孤獨の発明),toe (토),443,7,,,,
The Latest,toe (토),443,8,,,,
Tremolo + Delay,toe (토),443,9,,,,
Saigo No Bansan (最後の一餐),toe (토),443,10,,,,
Long For,toe (토),443,11,,,,
You Go,toe (토),443,12,,,,
Goodbye,toe (토),443,13,,,,
C,toe (토),443,14,,,,
Two Moons,toe (토),443,15,,,,
After Image,toe (토),443,16,,,,
Path,toe (토),443,17,,,,
Don't Lie,JORDANN (조던),444,1,,,,
HOME,JORDANN (조던),444,2,,,,
Fallin',JORDANN (조던),444,3,,,,
"Love, That Is",JORDANN (조던),444,4,,,,
Rain,JORDANN (조던),444,5,,,,
Be My Love,JORDANN (조던),444,6,,,,
그 밤 (That Night),JORDANN (조던),444,7,,,,
Love Is,JORDANN (조던),444,8,,,,
Take Me Higher,JORDANN (조던),444,9,,,,
Summer (feat. sogumm),JORDANN (조던),444,10,,,,
Lost,JORDANN (조던),444,11,,,,
On My Way,JORDANN (조던),444,12,,,,
Take Me Back,JORDANN (조던),444,13,,,,
Blue (feat. punchnello),JORDANN (조던),444,14,,,,
밤 (Night),JORDANN (조던),444,15,,,,
Dreaming,JORDANN (조던),444,16,,,,
Like a Star,JORDANN (조던),444,17,,,,
STYLE,NEMOPHILA (네모필라),445,1,,,,
Night Flight,NEMOPHILA (네모필라),445,2,,,,
ERA,NEMOPHILA (네모필라),445,3,,,,
MONSTERS,NEMOPHILA (네모필라),445,4,,,,
ZEN,NEMOPHILA (네모필라),445,5,,,,
FIGHTER,NEMOPHILA (네모필라),445,6,,,,
DISSENSION,NEMOPHILA (네모필라),445,7,,,,
OIRAN,NEMOPHILA (네모필라),445,8,,,,
Change the World,MADKID (매드키드),445,9,,,,
RAITEI,NEMOPHILA (네모필라),445,10,,,,
Waiting for you,NEMOPHILA (네모필라),445,11,,,,
REVIVE,NEMOPHILA (네모필라),445,12,,,,
Seize the Fate,NEMOPHILA (네모필라),445,13,,,,
RISE,NEMOPHILA (네모필라),445,14,,,,
OSKR,NEMOPHILA (네모필라),445,15,,,,
Hammer Down,NEMOPHILA (네모필라),445,16,,,,
PAIN IS BEAUTY,CHANMINA (챤미나),446,1,,,,
QUEEN,CHANMINA (챤미나),446,2,,,,
Never Grow Up,CHANMINA (챤미나),446,3,,,,
Harenchi,CHANMINA (챤미나),446,4,,,,
PERFECT,CHANMINA (챤미나),446,5,,,,
CHOCOLATE,CHANMINA (챤미나),446,6,,,,
TOKYO 4AM,CHANMINA (챤미나),446,7,,,,
Nonsense,CHANMINA (챤미나),446,8,,,,
Doctor,CHANMINA (챤미나),446,9,,,,
Voice Memo No. 5,CHANMINA (챤미나),446,10,,,,
Angel,CHANMINA (챤미나),446,11,,,,
Picky,CHANMINA (챤미나),446,12,,,,
RED,CHANMINA (챤미나),446,13,,,,
Don't go,CHANMINA (챤미나),446,14,,,,
I'm a Pop,CHANMINA (챤미나),446,15,,,,
My Own Lane,CHANMINA (챤미나),446,16,,,,
Princess,CHANMINA (챤미나),446,17,,,,
Bijin,CHANMINA (챤미나),446,18,,,,
Chandelier,toconoma (토코노마),447,1,,,,
Way to the sea,toconoma (토코노마),447,2,,,,
Sunny,toconoma (토코노마),447,3,,,,
Trail,toconoma (토코노마),447,4,,,,
Rising,toconoma (토코노마),447,5,,,,
Paradise,toconoma (토코노마),447,6,,,,
Harunohi,toconoma (토코노마),447,7,,,,
Re: Re: Re:,toconoma (토코노마),447,8,,,,
The Night,toconoma (토코노마),447,9,,,,
Orange,toconoma (토코노마),447,10,,,,
KURENAI,toconoma (토코노마),447,11,,,,
Vermilion,toconoma (토코노마),447,12,,,,
relive,toconoma (토코노마),447,13,,,,
Hangover,toconoma (토코노마),447,14,,,,
yellow soul,toconoma (토코노마),447,15,,,,
Take Over,toconoma (토코노마),447,16,,,,
Let Go,JAKE MILLER (제이크 밀러),448,1,,,,
Green Light,JAKE MILLER (제이크 밀러),448,2,,,,
Overnight,JAKE MILLER (제이크 밀러),448,3,,,,
First Flight Home,JAKE MILLER (제이크 밀러),448,4,,,,
Stay Right Here,JAKE MILLER (제이크 밀러),448,5,,,,
Rumors,JAKE MILLER (제이크 밀러),448,6,,,,
Wait For You,JAKE MILLER (제이크 밀러),448,7,,,,
The Girl That's Right For You,JAKE MILLER (제이크 밀러),448,8,,,,
Sleeping With Strangers,JAKE MILLER (제이크 밀러),448,9,,,,
Selfish Games,JAKE MILLER (제이크 밀러),448,10,,,,
Leave My Mind,JAKE MILLER (제이크 밀러),448,11,,,,
Let Go (Interlude),JAKE MILLER (제이크 밀러),448,12,,,,
Silver Lining,JAKE MILLER (제이크 밀러),448,13,,,,
What If You Were Right,JAKE MILLER (제이크 밀러),448,14,,,,
Naked,JAKE MILLER (제이크 밀러),448,15,,,,
I Hope I Don't Get Sick or Die,JAKE MILLER (제이크 밀러),448,16,,,,
Saved Me,JAKE MILLER (제이크 밀러),448,17,,,,
Superhuman,JAKE MILLER (제이크 밀러),448,18,,,,
Take My Breath Away,JAKE MILLER (제이크 밀러),448,19,,,,
Good Time Girl,JAKE MILLER (제이크 밀러),448,20,,,,
Blame It on You,JAKE MILLER (제이크 밀러),448,21,,,,
Party in the Basement,JAKE MILLER (제이크 밀러),448,22,,,,
Parade,JAKE MILLER (제이크 밀러),448,23,,,,
The Balance,JAKE MILLER (제이크 밀러),448,24,,,,
Dazed and Confused,JAKE MILLER (제이크 밀러),448,25,,,,
Sober,Tom Grennan (톰 그래넌),449,1,,,,
P.S. I Love You,Tom Grennan (톰 그래넌),449,2,,,,
Don't Break The Heart,Tom Grennan (톰 그래넌),449,3,,,,
Here,Tom Grennan (톰 그래넌),449,4,,,,
Calm Down,Tom Grennan (톰 그래넌),449,5,,,,
All These Nights,Tom Grennan (톰 그래넌),449,6,,,,
This Side of the Room,Tom Grennan (톰 그래넌),449,7,,,,
Let's Go Home Together,Tom Grennan (톰 그래넌),449,8,,,,
How Does It Feel,Tom Grennan (톰 그래넌),449,9,,,,
Love Has Different Ways,Tom Grennan (톰 그래넌),449,10,,,,
This Is The Place,Tom Grennan (톰 그래넌),449,11,,,,
By Your Side,Tom Grennan (톰 그래넌),449,12,,,,
Little Bit of Love,Tom Grennan (톰 그래넌),449,13,,,,
Something In The Water,Tom Grennan (톰 그래넌),449,14,,,,
Remind Me,Tom Grennan (톰 그래넌),449,15,,,,
Lionheart (Fearless),Tom Grennan (톰 그래넌),449,16,,,,
Found What I've Been Looking For,Tom Grennan (톰 그래넌),449,17,,,,
You Are Not Alone,Tom Grennan (톰 그래넌),449,18,,,,
Won't Stand Down,MUSE (뮤즈),450,1,,,,
Plug In Baby,MUSE (뮤즈),450,2,,,,
Verona,MUSE (뮤즈),450,3,,,,
Uprising,MUSE (뮤즈),450,4,,,,
Kill Or Be Killed,MUSE (뮤즈),450,5,,,,
Starlight,MUSE (뮤즈),450,6,,,,
Psycho,MUSE (뮤즈),450,7,,,,
Knights of Cydonia,MUSE (뮤즈),450,8,,,,
Time Is Running Out,MUSE (뮤즈),450,9,,,,
Bliss,MUSE (뮤즈),450,10,,,,
Supermassive Black Hole,MUSE (뮤즈),450,11,,,,
Thought Contagion,MUSE (뮤즈),450,12,,,,
Stockholm Syndrome,MUSE (뮤즈),450,13,,,,
Will Of The People,MUSE (뮤즈),450,14,,,,
Madness,MUSE (뮤즈),450,15,,,,
Compliance,MUSE (뮤즈),450,16,,,,
Take a Bow,MUSE (뮤즈),450,17,,,,
Hysteria,MUSE (뮤즈),450,18,,,,
Ryokuoushoku Hibi (緑黄色日々),Ryokuoushoku Shakai (녹황색사회),451,1,,,,
Sakura Aika (さくら愛歌),Ryokuoushoku Shakai (녹황색사회),451,2,,,,
Landscape (ランドマーク),Ryokuoushoku Shakai (녹황색사회),451,3,,,,
Flower (花になって),Ryokuoushoku Shakai (녹황색사회),451,4,,,,
Hajimari no Uta (始まりの歌),Ryokuoushoku Shakai (녹황색사회),451,5,,,,
Monster (怪物),Ryokuoushoku Shakai (녹황색사회),451,6,,,,
LITMUS (リトマス),Ryokuoushoku Shakai (녹황색사회),451,7,,,,
Sabotage (サボタージュ),Ryokuoushoku Shakai (녹황색사회),451,8,,,,
Brighten Up (ブライトンアップ),Ryokuoushoku Shakai (녹황색사회),451,9,,,,
Actor (Actor),Ryokuoushoku Shakai (녹황색사회),451,10,,,,
Character (キャラクター),Ryokuoushoku Shakai (녹황색사회),451,11,,,,
Bokura wa Mada (僕らはまだ),Ryokuoushoku Shakai (녹황색사회),451,12,,,,
Ao ni Naru (蒼炎),Ryokuoushoku Shakai (녹황색사회),451,13,,,,
JUMP,Ryokuoushoku Shakai (녹황색사회),451,14,,,,
Starry Night,Ryokuoushoku Shakai (녹황색사회),451,15,,,,
Shiawase (幸せ),Ryokuoushoku Shakai (녹황색사회),451,16,,,,
Mela! (MERA!),Ryokuoushoku Shakai (녹황색사회),451,17,,,,
Pink Blue (ピンクブルー),Ryokuoushoku Shakai (녹황색사회),451,18,,,,
VIVID,ASCA (아스카),452,1,,,,
君が見た夢の物語,ASCA (아스카),452,2,,,,
Real Me,ASCA (아스카),452,3,,,,
雲を抜けて,ASCA (아스카),452,4,,,,
KOE,ASCA (아스카),452,5,,,,
Don't cry,ASCA (아스카),452,6,,,,
Purple Dawn,ASCA (아스카),452,7,,,,
天秤 -Libra-,ASCA (아스카),452,8,,,,
RUST,ASCA (아스카),452,9,,,,
Chain,ASCA (아스카),452,10,,,,
RESISTER,ASCA (아스카),452,11,,,,
No.F,ASCA (아스카),452,12,,,,
Hibana,ASCA (아스카),452,13,,,,
Howling,ASCA (아스카),452,14,,,,
Selfrontier,ASCA (아스카),452,15,,,,
Lynne,ASCA (아스카),452,16,,,,
Ooh La La,Jacky Cheung (장학우),453,1,,,,
李香蘭 (Li Xiang Lan),Jacky Cheung (장학우),453,2,,,,
一路上有你 (You Are There All the Way),Jacky Cheung (장학우),453,3,,,,
吻別 (Goodbye Kiss),Jacky Cheung (장학우),453,4,,,,
如果這都不算愛 (If This Is Not Love),Jacky Cheung (장학우),453,5,,,,
祝福 (Blessing),Jacky Cheung (장학우),453,6,,,,
頭髮亂了 (Hair Is Messy),Jacky Cheung (장학우),453,7,,,,
我應該 (I Should),Jacky Cheung (장학우),453,8,,,,
真情流露 (True Feelings Revealed),Jacky Cheung (장학우),453,9,,,,
情書 (Love Letter),Jacky Cheung (장학우),453,10,,,,
她來聽我的演唱會 (She Came to Listen to My Concert),Jacky Cheung (장학우),453,11,,,,
等你等到我心痛 (Waiting Till My Heart Aches),Jacky Cheung (장학우),453,12,,,,
月半彎 (Half Moon),Jacky Cheung (장학우),453,13,,,,
餓狼傳說 (Hungry Wolf Legend),Jacky Cheung (장학우),453,14,,,,
太陽星辰 (Sun and Stars),Jacky Cheung (장학우),453,15,,,,
每天愛你多一些 (Loving You More Each Day),Jacky Cheung (장학우),453,16,,,,
心如刀割 (Heart Like a Knife Cut),Jacky Cheung (장학우),453,17,,,,
交叉算了 (Let's Just Cross It Out),Jacky Cheung (장학우),453,18,,,,
愛是永恆 (Love Is Eternal),Jacky Cheung (장학우),453,19,,,,
one piece,SCANDAL (스캔들),454,1,,,,
Shunkan Sentimental,SCANDAL (스캔들),454,2,,,,
Love Survive,SCANDAL (스캔들),454,3,,,,
SCANDAL BABY,SCANDAL (스캔들),454,4,,,,
MIRROR,SCANDAL (스캔들),454,5,,,,
Highlight of Our Life,SCANDAL (스캔들),454,6,,,,
Living in the city,SCANDAL (스캔들),454,7,,,,
eternal,SCANDAL (스캔들),454,8,,,,
PRIDE,SCANDAL (스캔들),454,9,,,,
HARUKAZE,SCANDAL (스캔들),454,10,,,,
master piece,SCANDAL (스캔들),454,11,,,,
NEW LAND,SCANDAL (스캔들),454,12,,,,
Image,SCANDAL (스캔들),454,13,,,,
Take Me Out,SCANDAL (스캔들),454,14,,,,
SPICE,SCANDAL (스캔들),454,15,,,,
Line of sight,SCANDAL (스캔들),454,16,,,,
Catch the wave,SCANDAL (스캔들),454,17,,,,
"Awanaitsumorino, Genkidene",SCANDAL (스캔들),454,18,,,,
さよならメモリーズ,Daoko (다오코),455,1,,,,
もしもぼくらがGAMEの主役で,Daoko (다오코),455,2,,,,
打上花火,Daoko (다오코),455,3,,,,
anima,Daoko (다오코),455,4,,,,
ぼくらのDAYS,Daoko (다오코),455,5,,,,
御伽の街,Daoko (다오코),455,6,,,,
おかえり,Daoko (다오코),455,7,,,,
ステップアップLOVE,Daoko (다오코),455,8,,,,
水星,Daoko (다오코),455,9,,,,
終わらない世界で,Daoko (다오코),455,10,,,,
カルマ,Daoko (다오코),455,11,,,,
Dimension,Daoko (다오코),455,12,,,,
オワラセナイト,Daoko (다오코),455,13,,,,
メギツネ,Daoko (다오코),455,14,,,,
BOY,Daoko (다오코),455,15,,,,
さみしいかみさま,Daoko (다오코),455,16,,,,
BANG!,Daoko (다오코),455,17,,,,
かけてあげる,Daoko (다오코),455,18,,,,
Higher,Daoko (다오코),455,19,,,,
DAOKO,Daoko (다오코),455,20,,,,
拝啓グッバイ,Daoko (다오코),455,21,,,,
DROP,Minami (미나미),456,1,,,,
Good Luck,Minami (미나미),456,2,,,,
Rude,Minami (미나미),456,3,,,,
ゼロ,Minami (미나미),456,4,,,,
ライラック,Minami (미나미),456,5,,,,
カワキヲアメク,Minami (미나미),456,6,,,,
夢を食べる,Minami (미나미),456,7,,,,
LOOP,Minami (미나미),456,8,,,,
アメヲマツ,Minami (미나미),456,9,,,,
センチメンタル,Minami (미나미),456,10,,,,
波音,Minami (미나미),456,11,,,,
ETERNAL BLUE,Minami (미나미),456,12,,,,
main actor,Minami (미나미),456,13,,,,
心が音を立てる,Minami (미나미),456,14,,,,
君と僕の15ヶ月,Minami (미나미),456,15,,,,
ホログラム,Minami (미나미),456,16,,,,
愛とか恋とか,Novelbright (노벨브라이트),457,1,,,,
ODYSSEY,Novelbright (노벨브라이트),457,2,,,,
ランナーズハイ,Novelbright (노벨브라이트),457,3,,,,
優しさの剣,Novelbright (노벨브라이트),457,4,,,,
夜空に舞う鷹のように,Novelbright (노벨브라이트),457,5,,,,
ふたりなら,Novelbright (노벨브라이트),457,6,,,,
拝啓、親愛なる君へ,Novelbright (노벨브라이트),457,7,,,,
seeker,Novelbright (노벨브라이트),457,8,,,,
ラストシーン,Novelbright (노벨브라이트),457,9,,,,
Dear my lover,Novelbright (노벨브라이트),457,10,,,,
ツキミソウ,Novelbright (노벨브라이트),457,11,,,,
サプライズ,Novelbright (노벨브라이트),457,12,,,,
夢花火,Novelbright (노벨브라이트),457,13,,,,
Awesome Life,Novelbright (노벨브라이트),457,14,,,,
Revive,NEMOPHILA (네모필라),457,15,,,,
Walking with you,Novelbright (노벨브라이트),457,16,,,,
タイムパラドックス,Novelbright (노벨브라이트),457,17,,,,
She Is the Dark,My Dying Bride (마이 다잉 브라이드),458,1,,,,
A Kiss to Remember,My Dying Bride (마이 다잉 브라이드),458,2,,,,
Your Broken Shore,My Dying Bride (마이 다잉 브라이드),458,3,,,,
The Lies I Weave,My Dying Bride (마이 다잉 브라이드),458,4,,,,
The Raven and the Rose,My Dying Bride (마이 다잉 브라이드),458,5,,,,
The Light at the End of the World,My Dying Bride (마이 다잉 브라이드),458,6,,,,
And My Fell Swoop,My Dying Bride (마이 다잉 브라이드),458,7,,,,
Symphonaire Infernus Et Spera Empyrium,My Dying Bride (마이 다잉 브라이드),458,8,,,,
Turn Loose the Swans,My Dying Bride (마이 다잉 브라이드),458,9,,,,
Feel the Misery,My Dying Bride (마이 다잉 브라이드),458,10,,,,
From Darkest Skies,My Dying Bride (마이 다잉 브라이드),458,11,,,,
The Solace,My Dying Bride (마이 다잉 브라이드),458,12,,,,
God Is Alone,My Dying Bride (마이 다잉 브라이드),458,13,,,,
The Thrash of Naked Limbs,My Dying Bride (마이 다잉 브라이드),458,14,,,,
Like Gods of the Sun,My Dying Bride (마이 다잉 브라이드),458,15,,,,
The Cry of Mankind,My Dying Bride (마이 다잉 브라이드),458,16,,,,
証,yama (야마),459,1,,,,
慟哭,yama (야마),459,2,,,,
いっしゅん,yama (야마),459,3,,,,
奇跡,yama (야마),459,4,,,,
刹那,yama (야마),459,5,,,,
春を告げる,yama (야마),459,6,,,,
真夜中の日比,yama (야마),459,7,,,,
カオス,yama (야마),459,8,,,,
足跡,yama (야마),459,9,,,,
あなたは誰ですか,yama (야마),459,10,,,,
色彩,yama (야마),459,11,,,,
魔法,yama (야마),459,12,,,,
slash,yama (야마),459,13,,,,
Thanks for waiting,yama (야마),459,14,,,,
問題ない,yama (야마),459,15,,,,
起死回生,yama (야마),459,16,,,,
ストライク,yama (야마),459,17,,,,
High,CHRISTOPHER (크리스토퍼),460,1,,,,
Tulips,CHRISTOPHER (크리스토퍼),460,2,,,,
Numb,CHRISTOPHER (크리스토퍼),460,3,,,,
Good to Know,CHRISTOPHER (크리스토퍼),460,4,,,,
Irony,CHRISTOPHER (크리스토퍼),460,5,,,,
Fall So Hard,CHRISTOPHER (크리스토퍼),460,6,,,,
Fall Down,CHRISTOPHER (크리스토퍼),460,7,,,,
When We Get Old,CHRISTOPHER (크리스토퍼),460,8,,,,
Hope This Song Is for You,CHRISTOPHER (크리스토퍼),460,9,,,,
Heartbeat,CHRISTOPHER (크리스토퍼),460,10,,,,
My Heart,CHRISTOPHER (크리스토퍼),460,11,,,,
